Rank;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
8380;GC;2005;Sports;Electronic Arts;0.13;0.03;0;0;0.17
8381;X360;2007;Racing;Activision;0.15;0;0;0.01;0.17
8382;X360;2009;Action;Disney Interactive Studios;0.11;0.05;0;0.01;0.17
8383;GBA;2003;Shooter;Electronic Arts;0.12;0.04;0;0;0.17
8384;PS2;2007;Fighting;Namco Bandai Games;0;0;0.17;0;0.17
8385;GBA;2002;Action;TDK Mediactive;0.11;0.04;0;0;0.16
8386;PS;1997;Strategy;Square Enix;0;0;0.13;0.01;0.14
8387;PS2;2008;Sports;Sony Computer Entertainment;0.08;0.06;0;0.02;0.17
8388;XB;2002;Shooter;Infogrames;0.13;0.04;0;0.01;0.17
8389;PS;2001;Racing;Hasbro Interactive;0.09;0.06;0;0.01;0.17
8390;PS;1996;Sports;Gremlin Interactive Ltd;0.09;0.06;0;0.01;0.17
8391;Wii;2007;Sports;Ubisoft;0.15;0;0;0.01;0.17
8392;Wii;2010;Strategy;Take-Two Interactive;0.13;0.02;0;0.01;0.16
8393;PSV;2015;Role-Playing;Namco Bandai Games;0;0;0.17;0;0.17
8394;PS;1995;Racing;Crystal Dynamics;0.09;0.06;0;0.01;0.17
8395;Wii;2010;Action;Activision;0.15;0.01;0;0.01;0.17
8396;PS2;2002;Sports;Electronic Arts;0.07;0.06;0.02;0.02;0.17
8397;GBA;2002;Racing;THQ;0.12;0.04;0;0;0.16
8398;DS;2006;Fighting;Nintendo;0.02;0.02;0.12;0;0.17
8399;PS;1998;Adventure;Human Entertainment;0.02;0.01;0.12;0.01;0.17
8400;PS3;2011;Racing;Ubisoft;0;0.13;0;0.04;0.17
8401;GBA;2003;Action;Ubisoft;0.12;0.04;0;0;0.16
8402;PS4;2016;Sports;Konami Digital Entertainment;0;0;0.17;0;0.17
8403;GC;2003;Platform;Capcom;0.13;0.03;0;0;0.17
8404;Wii;2009;Misc;Mindscape;0;0.16;0;0.01;0.17
8405;PS3;2016;Action;Sony Computer Entertainment;0.13;0;0;0.03;0.16
8406;DS;2006;Platform;Nintendo;0;0;0.17;0;0.17
8407;PS2;2008;Role-Playing;Atlus;0;0;0.17;0;0.17
8408;X360;2010;Simulation;505 Games;0.08;0.07;0;0.02;0.17
8409;PS;1996;Misc;Konami Digital Entertainment;0;0;0.16;0.01;0.17
8410;PS2;2000;Racing;Acclaim Entertainment;0.08;0.06;0;0.02;0.17
8411;X360;2012;Action;Sega;0.11;0.02;0.02;0.01;0.17
8412;PS3;2008;Action;Konami Digital Entertainment;0.13;0.02;0;0.02;0.17
8413;XB;2003;Fighting;Eidos Interactive;0.13;0.04;0;0.01;0.17
8414;DS;2004;Puzzle;Ignition Entertainment;0.1;0.01;0.05;0.01;0.17
8415;XB;2002;Action;Midway Games;0.13;0.04;0;0.01;0.17
8416;PS3;2014;Role-Playing;Tecmo Koei;0.05;0.04;0.06;0.02;0.16
8417;PS2;2003;Role-Playing;Hudson Soft;0;0;0.17;0;0.17
8418;GC;2002;Role-Playing;Activision;0.1;0.02;0.04;0;0.17
8419;PS3;2009;Simulation;Ubisoft;0.12;0.02;0;0.02;0.16
8420;X360;2009;Sports;Focus Home Interactive;0.13;0.03;0;0.01;0.17
8421;DS;2011;Misc;THQ;0.12;0.03;0;0.01;0.16
8422;GBA;2002;Shooter;BAM! Entertainment;0.12;0.04;0;0;0.17
8423;PS3;2013;Action;Tecmo Koei;0.02;0.03;0.11;0.01;0.16
8424;DS;2010;Misc;505 Games;0.16;0;0;0.01;0.17
8425;PSP;2006;Role-Playing;Take-Two Interactive;0.13;0.02;0;0.02;0.16
8426;SNES;1993;Sports;Hudson Soft;0;0;0.17;0;0.17
8427;DS;2009;Misc;Game Life;0.04;0.11;0;0.02;0.17
8428;SNES;1996;Fighting;Nintendo;0;0;0.17;0;0.17
8429;XOne;2014;Action;Square Enix;0.08;0.07;0;0.01;0.16
8430;XOne;2015;Shooter;505 Games;0.08;0.07;0;0.01;0.17
8431;XB;2006;Shooter;Eidos Interactive;0.12;0.04;0;0.01;0.17
8432;3DS;2013;Action;Nippon Columbia;0;0;0.15;0.05;0.15
8433;X360;2015;Sports;Deep Silver;0.15;0;0;0.02;0.17
8434;DS;2008;Action;Activision;0.15;0.01;0;0.01;0.17
8435;PS3;2008;Shooter;LucasArts;0.11;0.04;0;0.02;0.17
8436;PSV;2013;Role-Playing;Sega;0;0;0.16;0;0.16
8437;GC;2003;Misc;Midway Games;0.13;0.03;0;0;0.17
8438;GC;2005;Racing;Vivendi Games;0.12;0.03;0;0;0.16
8439;GBA;2005;Misc;DSI Games;0.12;0.04;0;0;0.17
8440;Wii;2008;Platform;Namco Bandai Games;0.11;0.02;0.03;0.01;0.17
8441;PS3;N/A;Action;Namco Bandai Games;0.13;0.02;0;0.02;0.17
8442;PS2;2002;Role-Playing;Sony Computer Entertainment;0;0;0.16;0;0.16
8443;DS;2006;Action;Vivendi Games;0.13;0.02;0;0.01;0.16
8444;SAT;1997;Action;Capcom;0;0;0.17;0;0.17
8445;PC;2014;Role-Playing;NCSoft;0.08;0.07;0;0.02;0.17
8446;3DS;2016;Role-Playing;Namco Bandai Games;0;0;0.17;0.05;0.17
8447;X360;2010;Simulation;Activision;0.12;0.04;0;0.01;0.17
8448;DS;2007;Misc;IE Institute;0;0;0.17;0;0.17
8449;PS3;2014;Sports;Konami Digital Entertainment;0;0;0.17;0;0.17
8450;PS4;2015;Action;Marvelous Games;0.07;0;0.08;0.02;0.17
8451;SNES;1997;Sports;Nintendo;0;0;0.17;0;0.17
8452;GC;2002;Adventure;Nintendo;0.01;0;0.15;0;0.17
8453;PC;2012;Simulation;Electronic Arts;0;0.13;0;0.03;0.17
8454;PS2;2003;Sports;Sega;0.08;0.06;0;0.02;0.16
8455;XB;2004;Racing;Empire Interactive;0.12;0.04;0;0.01;0.17
8456;3DS;2015;Role-Playing;Namco Bandai Games;0.04;0.04;0.08;0.01;0.17
8457;PS3;2008;Sports;Electronic Arts;0.15;0;0;0.01;0.17
8458;PS3;2010;Action;Activision;0.14;0.01;0;0.02;0.17
8459;Wii;2009;Puzzle;Performance Designed Products;0.18;0;0;0.01;0.19
8460;2600;1982;Action;Avalon Interactive;0.15;0.01;0;0;0.17
8461;2600;1981;Action;Mattel Interactive;0.15;0.01;0;0;0.17
8462;SAT;1995;Shooter;Konami Digital Entertainment;0;0;0.16;0;0.17
8463;X360;2007;Strategy;LucasArts;0.13;0.02;0;0.01;0.16
8464;PS3;2012;Role-Playing;Compile Heart;0.05;0.03;0.06;0.02;0.16
8465;PS2;2002;Platform;Atari;0.08;0.06;0;0.02;0.16
8466;PSV;2015;Action;Namco Bandai Games;0;0;0.16;0;0.16
8467;Wii;2012;Sports;Take-Two Interactive;0.15;0;0;0.01;0.16
8468;PS2;2004;Sports;Sony Computer Entertainment;0.08;0.06;0;0.02;0.16
8469;Wii;2011;Action;Sega;0.11;0.04;0;0.01;0.16
8470;PS2;2001;Racing;Atari;0.08;0.06;0;0.02;0.16
8471;PS;1995;Role-Playing;Sony Computer Entertainment;0.09;0.06;0;0.01;0.16
8472;PS2;2001;Racing;LucasArts;0.08;0.06;0;0.02;0.16
8473;Wii;2007;Action;Popcorn Arcade;0.07;0;0;0.01;0.08
8474;GBA;2006;Simulation;THQ;0.12;0.04;0;0;0.16
8475;PS4;2015;Action;Tecmo Koei;0.07;0.04;0.03;0.02;0.16
8476;PS3;2009;Action;Activision;0.15;0;0;0.01;0.16
8477;X360;2009;Adventure;Codemasters;0.14;0.01;0;0.01;0.16
8478;PS;2000;Shooter;Fox Interactive;0.09;0.06;0;0.01;0.16
8479;PSV;2011;Action;Sony Computer Entertainment;0.06;0.05;0.02;0.03;0.16
8480;PS3;2007;Sports;Take-Two Interactive;0.15;0;0;0.01;0.16
8481;PSP;2008;Action;Activision;0.12;0.02;0;0.02;0.16
8482;3DS;2011;Racing;Codemasters;0.07;0.08;0;0.02;0.16
8483;GC;2003;Racing;THQ;0.13;0.03;0;0;0.16
8484;Wii;2010;Shooter;Neko Entertainment;0.08;0.06;0;0.02;0.16
8485;PS3;2010;Action;Electronic Arts;0.11;0.03;0;0.02;0.16
8486;PSP;2011;Role-Playing;Square Enix;0;0;0.16;0;0.16
8487;X360;2011;Action;Ignition Entertainment;0.07;0.05;0.03;0.01;0.16
8488;PS2;2006;Adventure;Sega;0;0;0.16;0;0.16
8489;DS;2007;Strategy;Sega;0;0;0.16;0;0.16
8490;PS2;2000;Racing;Electronic Arts;0.06;0.05;0.03;0.02;0.16
8491;PSP;2006;Fighting;Majesco Entertainment;0.13;0;0.02;0.01;0.16
8492;DS;2009;Fighting;Konami Digital Entertainment;0;0;0.16;0;0.16
8493;X360;2010;Action;Namco Bandai Games;0.08;0.06;0;0.02;0.16
8494;DS;2010;Puzzle;PlayV;0.05;0.02;0;0.01;0.08
8495;PS2;2001;Platform;TDK Mediactive;0.07;0.05;0;0.02;0.14
8496;DS;2005;Sports;Nintendo;0.11;0;0.04;0.01;0.16
8497;PS2;2002;Platform;Infogrames;0.08;0.06;0;0.02;0.16
8498;PS;2000;Misc;Hudson Soft;0;0;0.15;0.01;0.16
8499;GC;2005;Action;THQ;0.12;0.03;0;0;0.16
8500;PS2;2003;Adventure;Atari;0.08;0.06;0;0.02;0.16
8501;XB;2003;Action;Tecmo Koei;0.12;0.03;0;0.01;0.16
8502;GBA;2006;Action;Namco Bandai Games;0.12;0.04;0;0;0.16
8503;Wii;2007;Racing;Activision;0.15;0;0;0.01;0.16
8504;DS;2008;Racing;Vir2L Studios;0.02;0;0;0;0.03
8505;PC;2011;Strategy;N/A;0.06;0.1;0;0;0.16
8506;Wii;2012;Action;Activision;0.11;0.04;0;0.01;0.16
8507;X360;N/A;Action;Unknown;0.15;0;0;0.01;0.16
8508;PS2;2006;Fighting;Sammy Corporation;0;0;0.08;0;0.08
8509;3DS;2011;Adventure;Konami Digital Entertainment;0.07;0.05;0.03;0.01;0.16
8510;DS;2006;Action;Disney Interactive Studios;0.15;0;0;0.01;0.16
8511;Wii;2007;Fighting;Atari;0.15;0;0;0.01;0.16
8512;PS3;2014;Fighting;Sega;0.05;0;0.09;0.01;0.16
8513;PS3;2007;Action;Ubisoft;0.14;0.01;0;0.01;0.16
8514;PSP;2010;Role-Playing;Falcom Corporation;0;0;0.16;0;0.16
8515;PS3;2010;Role-Playing;Ubisoft Annecy;0.06;0.03;0.03;0.02;0.14
8516;PSP;2011;Sports;Sony Computer Entertainment;0.15;0;0;0.01;0.16
8517;PSP;2009;Misc;Disney Interactive Studios;0.13;0.01;0;0.02;0.16
8518;GBA;2005;Sports;DTP Entertainment;0.12;0.04;0;0;0.16
8519;PS;2000;Sports;Namco Bandai Games;0;0;0.15;0.01;0.16
8520;GC;2004;Misc;Midway Games;0.13;0.03;0;0;0.16
8521;GBA;2001;Action;THQ;0.11;0.04;0;0;0.16
8522;PSP;2009;Sports;Sega;0;0;0.16;0;0.16
8523;PS2;2001;Simulation;Victor Interactive;0;0;0.08;0;0.08
8524;PS;1998;Racing;Gremlin Interactive Ltd;0.09;0.06;0;0.01;0.16
8525;XB;2003;Strategy;Atari;0.12;0.03;0;0.01;0.16
8526;PS2;2003;Action;Ubisoft;0.08;0.06;0;0.02;0.16
8527;PS2;2007;Misc;Activision;0.08;0.06;0;0.02;0.16
8528;Wii;2011;Sports;Take-Two Interactive;0.15;0;0;0.01;0.16
8529;X360;2014;Sports;Konami Digital Entertainment;0.05;0.1;0;0.01;0.16
8530;X360;2013;Action;Tecmo Koei;0.09;0.05;0;0.01;0.16
8531;SNES;1992;Adventure;ChunSoft;0;0;0.16;0;0.16
8532;3DS;2011;Role-Playing;Namco Bandai Games;0;0;0.16;0.05;0.16
8533;PSP;2006;Strategy;Vivendi Games;0.15;0;0;0.01;0.16
8534;X360;2011;Misc;505 Games;0.11;0.03;0;0.01;0.16
8535;Wii;2009;Sports;Atari;0.15;0;0;0.01;0.16
8536;DS;2010;Simulation;Majesco Entertainment;0.13;0.02;0;0.01;0.16
8537;X360;2014;Racing;Deep Silver;0.15;0;0;0.01;0.16
8538;XB;2005;Shooter;Electronic Arts;0.12;0.03;0;0.01;0.16
8539;PS2;2005;Misc;Midway Games;0.08;0.06;0;0.02;0.16
8540;PS2;2002;Platform;Midway Games;0.08;0.06;0;0.02;0.16
8541;DS;2008;Sports;Ubisoft;0.15;0;0;0.01;0.16
8542;DS;2009;Puzzle;D3Publisher;0.15;0;0;0.01;0.16
8543;DS;2005;Misc;Nintendo;0;0;0.16;0;0.16
8544;PS2;2005;Adventure;Activision;0.08;0.06;0;0.02;0.16
8545;N64;2000;Fighting;Ubisoft;0.13;0.03;0;0;0.16
8546;PS3;2012;Action;Activision;0.12;0.02;0;0.02;0.16
8547;Wii;2007;Platform;Konami Digital Entertainment;0.14;0;0.01;0.01;0.16
8548;PS2;2002;Adventure;Acclaim Entertainment;0.08;0.06;0;0.02;0.16
8549;PSP;2011;Strategy;Konami Digital Entertainment;0;0;0.16;0;0.16
8550;PS3;2008;Shooter;Activision;0.15;0;0;0.01;0.16
8551;PS;1998;Racing;Tecmo Koei;0;0;0.14;0.01;0.15
8552;PS2;2003;Sports;Activision;0.08;0.06;0;0.02;0.16
8553;N64;1999;Racing;THQ;0.13;0.03;0;0;0.16
8554;SNES;1997;Sports;Konami Digital Entertainment;0;0;0.16;0;0.16
8555;PS;N/A;Adventure;Infogrames;0.09;0.06;0;0.01;0.16
8556;PC;2011;Sports;Take-Two Interactive;0.09;0.05;0;0.02;0.16
8557;GC;2006;Platform;D3Publisher;0.12;0.03;0;0;0.16
8558;GC;2005;Action;Vivendi Games;0.12;0.03;0;0;0.16
8559;PS2;2003;Fighting;Vivendi Games;0.08;0.06;0;0.02;0.16
8560;PS2;2005;Role-Playing;Banpresto;0;0;0.16;0;0.16
8561;PS2;2006;Sports;Konami Digital Entertainment;0;0;0.16;0;0.16
8562;PS2;2002;Shooter;Konami Digital Entertainment;0.08;0.06;0;0.02;0.16
8563;X360;2006;Misc;Activision;0.15;0;0;0.01;0.16
8564;GBA;2002;Racing;Infogrames;0.12;0.04;0;0;0.16
8565;PS2;2008;Fighting;Namco Bandai Games;0.08;0.06;0;0.02;0.16
8566;SNES;1995;Sports;Konami Digital Entertainment;0;0;0.16;0;0.16
8567;Wii;2008;Fighting;Midway Games;0.14;0.01;0;0.01;0.16
8568;PS2;2004;Shooter;Play It;0.08;0.06;0;0.02;0.16
8569;PS2;2004;Racing;SouthPeak Games;1;0.04;0;0.16;1.2
8570;PS3;2007;Shooter;Vivendi Games;0.14;0.01;0;0.01;0.16
8571;Wii;2009;Sports;Activision;0.15;0;0;0.01;0.16
8572;PS3;2009;Fighting;Ignition Entertainment;0.11;0.01;0.03;0.01;0.16
8573;DS;2010;Adventure;Asylum Entertainment;0;0.14;0;0.02;0.16
8574;DS;2008;Shooter;Square Enix;0.12;0.01;0.01;0.01;0.15
8575;N64;1998;Action;Ubisoft;0.13;0.03;0;0;0.16
8576;DS;2009;Strategy;Majesco Entertainment;0.15;0;0;0.01;0.16
8577;SNES;1991;Simulation;Imagineer;0;0;0.16;0;0.16
8578;X360;2005;Sports;Take-Two Interactive;0.13;0.02;0;0.01;0.16
8579;PSP;2011;Action;Capcom;0;0;0.16;0;0.16
8580;Wii;2011;Sports;Take-Two Interactive;0.15;0;0;0.01;0.16
8581;DS;2010;Simulation;THQ;0.15;0;0;0.01;0.16
8582;PS;1997;Sports;Aques;0;0;0.15;0.01;0.16
8583;N64;1998;Racing;Ocean;0.08;0.02;0;0;0.1
8584;N64;1999;Shooter;Crave Entertainment;0.13;0.03;0;0;0.16
8585;N64;2001;Action;BAM! Entertainment;0.13;0.03;0;0;0.16
8586;N64;2001;Sports;Konami Digital Entertainment;0;0;0.12;0.04;0.16
8587;DS;2009;Puzzle;Ubisoft;0;0.15;0;0.01;0.16
8588;N64;2000;Racing;Midway Games;0.13;0.03;0;0;0.16
8589;N64;1999;Shooter;Activision;0.13;0.03;0;0;0.16
8590;N64;2000;Strategy;Nintendo;0.13;0.03;0;0;0.16
8591;DS;2009;Action;THQ;0.08;0.07;0;0.01;0.16
8592;PC;2014;Racing;Ubisoft;0;0.15;0;0.01;0.16
8593;N64;1999;Misc;Midway Games;0.13;0.03;0;0;0.16
8594;N64;1996;Simulation;Enix Corporation;0;0;0.12;0.04;0.16
8595;X360;2006;Role-Playing;Namco Bandai Games;0.12;0;0.03;0.01;0.16
8596;PS3;2011;Sports;Ubisoft;0.08;0.06;0;0.03;0.16
8597;DS;2010;Action;Namco Bandai Games;0.05;0.02;0.08;0.01;0.16
8598;DS;2007;Simulation;TDK Core;0;0;0.03;0;0.03
8599;PS3;2010;Action;Rising Star Games;0.08;0.05;0;0.02;0.15
8600;DS;2008;Sports;Ubisoft;0.14;0.01;0;0.01;0.16
8601;PSP;2008;Simulation;Namco Bandai Games;0;0;0.16;0;0.16
8602;PS2;2003;Shooter;Vivendi Games;0.08;0.06;0;0.02;0.16
8603;X360;2009;Adventure;Focus Home Interactive;0.11;0.04;0;0.01;0.16
8604;PS2;2006;Role-Playing;Namco Bandai Games;0;0;0.16;0;0.16
8605;DS;2009;Racing;Zoo Digital Publishing;0.14;0;0;0.01;0.15
8606;DS;2006;Platform;Vivendi Games;0.13;0.01;0;0.01;0.15
8607;X360;2006;Sports;Midway Games;0.15;0;0;0.01;0.16
8608;Wii;2008;Action;THQ;0.15;0;0;0.01;0.16
8609;X360;2010;Sports;Ubisoft;0.1;0.05;0;0.01;0.16
8610;X360;2012;Misc;Ubisoft;0.13;0.02;0;0.01;0.16
8611;DS;2008;Adventure;Konami Digital Entertainment;0.03;0.01;0.11;0;0.16
8612;PS3;2013;Simulation;Focus Home Interactive;0;0.1;0.02;0.04;0.16
8613;Wii;2010;Action;Crave Entertainment;0.15;0;0;0.01;0.16
8614;PS;2000;Sports;Sony Computer Entertainment;0.09;0.06;0;0.01;0.16
8615;WiiU;2012;Action;THQ;0.07;0.07;0;0.01;0.16
8616;PS2;2004;Adventure;Namco Bandai Games;0.08;0.06;0;0.02;0.16
8617;DS;2008;Action;Success;0.07;0;0;0.01;0.08
8618;PC;2011;Shooter;Electronic Arts;0.07;0.07;0;0.02;0.16
8619;SNES;1992;Sports;Banpresto;0;0;0.16;0;0.16
8620;DS;2007;Misc;Ubisoft;0.12;0.03;0;0.01;0.16
8621;PS;1995;Shooter;Sony Computer Entertainment;0;0;0.15;0.01;0.16
8622;DS;2011;Misc;Unknown;0.14;0;0;0.01;0.15
8623;Wii;2011;Sports;Take-Two Interactive;0.05;0.09;0;0.02;0.16
8624;Wii;2009;Misc;D3Publisher;0.14;0.01;0;0.01;0.16
8625;PS2;2006;Racing;Empire Interactive;0.08;0.06;0;0.02;0.16
8626;PSP;2006;Fighting;Atari;0.14;0;0;0.01;0.16
8627;PS;1995;Sports;Electronic Arts;0.09;0.06;0;0.01;0.16
8628;DS;2008;Action;Destineer;0.15;0;0;0.01;0.16
8629;PS2;2004;Role-Playing;Tecmo Koei;0.08;0.06;0;0.02;0.15
8630;PS;1999;Racing;Sony Computer Entertainment;0.09;0.06;0;0.01;0.15
8631;PS3;2011;Misc;THQ;0.04;0.09;0;0.03;0.16
8632;PSP;2010;Misc;Ubisoft;0.11;0.03;0;0.02;0.16
8633;PC;2011;Shooter;Warner Bros. Interactive Entertainment;0.04;0.08;0;0.03;0.15
8634;PS4;2016;Adventure;Sega;0;0;0.16;0;0.16
8635;PS;2000;Sports;Konami Digital Entertainment;0;0;0.15;0.01;0.16
8636;SAT;1998;Adventure;Imagineer;0;0;0.16;0;0.16
8637;PS;1996;Racing;Ubisoft;0.09;0.06;0;0.01;0.16
8638;Wii;2010;Strategy;Konami Digital Entertainment;0.11;0.02;0.02;0.01;0.16
8639;DS;2009;Platform;Warner Bros. Interactive Entertainment;0.13;0;0;0.01;0.14
8640;GBA;2001;Racing;Konami Digital Entertainment;0.09;0.03;0.04;0;0.16
8641;SNES;1994;Fighting;Capcom;0;0;0.16;0;0.16
8642;PS3;2008;Sports;Midway Games;0.11;0.03;0;0.02;0.16
8643;GBA;2003;Racing;Nintendo;0.11;0.04;0;0;0.16
8644;PS;1999;Role-Playing;Square Enix;0.45;0.3;0;0.05;0.8
8645;DS;2011;Misc;D3Publisher;0.14;0.01;0;0.01;0.16
8646;GBA;2001;Puzzle;Namco Bandai Games;0;0;0.15;0;0.16
8647;DS;2009;Misc;DTP Entertainment;0.14;0.01;0;0.01;0.16
8648;GBA;2005;Action;THQ;0.11;0.04;0;0;0.16
8649;Wii;2010;Adventure;Destineer;0.15;0;0;0.01;0.16
8650;Wii;2011;Misc;Electronic Arts;0.1;0.04;0;0.01;0.16
8651;DS;2010;Role-Playing;Spike;0;0;0.13;0;0.13
8652;3DS;2015;Role-Playing;Sega;0.03;0;0.12;0.05;0.16
8653;PS3;2007;Sports;Take-Two Interactive;0.14;0;0;0.01;0.15
8654;PC;2010;Shooter;City Interactive;0;0.13;0;0.03;0.16
8655;DS;2007;Misc;505 Games;0.15;0;0;0.01;0.16
8656;DS;2006;Adventure;THQ;0.14;0.01;0;0.01;0.16
8657;DS;2010;Misc;THQ;0.14;0.01;0;0.01;0.16
8658;PS3;2013;Role-Playing;Nippon Ichi Software;0.07;0.02;0.06;0.01;0.15
8659;GC;2002;Sports;Sega;0.12;0.03;0;0;0.16
8660;PS4;2013;Platform;System 3;0.06;0.07;0;0.02;0.16
8661;X360;2009;Sports;Aspyr;0.15;0;0;0.01;0.16
8662;PS;1996;Sports;Electronic Arts;0.09;0.06;0;0.01;0.16
8663;X360;2010;Action;Konami Digital Entertainment;0.1;0.04;0;0.01;0.16
8664;PS;1996;Fighting;Acclaim Entertainment;0.01;0.01;0.13;0.01;0.16
8665;PS2;2003;Shooter;Play It;0.07;0.06;0;0.02;0.15
8666;PSP;2009;Simulation;Rising Star Games;0.07;0.02;0.05;0.02;0.15
8667;DS;2005;Puzzle;Ubisoft;0.1;0.02;0.03;0.01;0.16
8668;Wii;2007;Adventure;Electronic Arts;0.14;0;0;0.01;0.16
8669;PS;1996;Misc;Sony Computer Entertainment;0.02;0.01;0.12;0.01;0.15
8670;PSP;2008;Strategy;Namco Bandai Games;0;0;0.16;0;0.16
8671;GC;2003;Sports;Electronic Arts;0.12;0.03;0;0;0.16
8672;Wii;2012;Action;THQ;0.12;0.02;0;0.01;0.16
8673;XOne;2013;Strategy;Activision;0.11;0.04;0;0.01;0.16
8674;Wii;2010;Sports;Atari;0.15;0;0;0.01;0.16
8675;PS4;2014;Fighting;Arc System Works;0.1;0;0.04;0.02;0.16
8676;Wii;2009;Misc;Activision;0.14;0;0;0.01;0.16
8677;GBA;2001;Racing;THQ;0.11;0.04;0;0;0.16
8678;DS;2007;Fighting;Sega;0.12;0.02;0;0.01;0.15
8679;PC;2011;Racing;Codemasters;0;0.13;0;0.03;0.16
8680;3DS;2012;Misc;Nintendo;0;0;0.16;0.05;0.16
8681;X360;2012;Simulation;Konami Digital Entertainment;0.11;0.04;0;0.01;0.16
8682;DS;2010;Action;Crave Entertainment;0.15;0;0;0.01;0.16
8683;PSP;2005;Shooter;THQ;0.14;0;0;0.01;0.16
8684;PS3;2010;Action;THQ;0.07;0.06;0;0.02;0.16
8685;XB;2005;Shooter;Microsoft Game Studios;0.12;0.03;0;0.01;0.16
8686;DS;2009;Simulation;Ubisoft;0.15;0;0;0.01;0.16
8687;DS;2010;Action;Ubisoft;0.14;0.01;0;0.01;0.16
8688;X360;2009;Strategy;Sega;0.11;0.03;0;0.01;0.15
8689;PS2;2007;Fighting;AQ Interactive;0.06;0.05;0.04;0.02;0.16
8690;XB;2004;Sports;Electronic Arts;0.12;0.03;0;0.01;0.16
8691;PSP;2010;Sports;Konami Digital Entertainment;0;0;0.16;0;0.16
8692;X360;2011;Platform;THQ;0.1;0.04;0;0.01;0.15
8693;Wii;2007;Action;Vivendi Games;0.12;0.01;0;0.01;0.15
8694;XOne;2014;Adventure;Telltale Games;0.08;0.05;0;0.01;0.14
8695;PS3;2014;Action;Square Enix;0.05;0.06;0.02;0.02;0.15
8696;Wii;2007;Puzzle;505 Games;0.13;0.01;0;0.01;0.16
8697;Wii;2008;Misc;Activision;0.14;0;0;0.01;0.16
8698;3DS;2012;Role-Playing;Namco Bandai Games;0;0;0.16;0.05;0.16
8699;PS;1996;Action;Eidos Interactive;0.09;0.06;0;0.01;0.16
8700;X360;2014;Racing;Nordic Games;0.03;0.05;0;0.01;0.08
8701;PS2;2003;Shooter;THQ;0.08;0.06;0;0.02;0.15
8702;PS3;2011;Misc;Namco Bandai Games;0;0;0.16;0;0.16
8703;DS;2009;Action;Activision;0.14;0;0;0.01;0.16
8704;3DS;2011;Adventure;Ubisoft;0.07;0.07;0;0.02;0.15
8705;PS2;2008;Misc;MTV Games;0.08;0.06;0;0.02;0.16
8706;3DS;2011;Action;Marvelous Games;0;0;0.16;0.05;0.16
8707;DS;2005;Action;Activision;0.14;0;0;0.01;0.16
8708;PS3;2012;Action;Ubisoft Annecy;0;0;0.14;0;0.14
8709;PC;2011;Action;Unknown;0;0.13;0;0.02;0.15
8710;GBA;2003;Action;TDK Mediactive;0.1;0.04;0;0;0.14
8711;PS2;2002;Sports;Xicat Interactive;0.05;0.04;0;0.01;0.11
8712;PS3;2013;Platform;System 3;0;0.01;0;0;0.01
8713;N64;1997;Fighting;Vic Tokai;0.12;0.03;0;0;0.15
8714;PS;1996;Action;Electronic Arts;0.09;0.06;0;0.01;0.16
8715;PS3;2009;Sports;Take-Two Interactive;0.13;0.01;0;0.01;0.15
8716;3DS;2011;Action;Ubisoft;0.05;0.09;0;0.02;0.15
8717;GBA;2002;Sports;Activision;0.11;0.04;0;0;0.16
8718;PS;1999;Misc;Sony Computer Entertainment;0.09;0.06;0;0.01;0.15
8719;PS2;2000;Sports;Sony Computer Entertainment;0.07;0.06;0;0.02;0.15
8720;PS;1997;Racing;BMG Interactive Entertainment;0.09;0.06;0;0.01;0.15
8721;SAT;1996;Puzzle;Sega;0;0;0.15;0;0.15
8722;Wii;2011;Simulation;Crave Entertainment;0.15;0;0;0.01;0.15
8723;GBA;2003;Fighting;Namco Bandai Games;0.11;0.04;0;0;0.15
8724;Wii;2007;Action;Tecmo Koei;0.11;0;0.04;0.01;0.15
8725;X360;2005;Sports;Electronic Arts;0.11;0.02;0.01;0.01;0.15
8726;PS2;2001;Racing;BAM! Entertainment;0.08;0.06;0;0.02;0.15
8727;DS;2010;Action;Warner Bros. Interactive Entertainment;0.11;0.02;0;0.01;0.14
8728;GC;2005;Platform;THQ;0.12;0.03;0;0;0.15
8729;X360;2009;Racing;THQ;0.14;0.01;0;0.01;0.15
8730;DS;2009;Racing;Activision;0.13;0.02;0;0.01;0.15
8731;PS3;2007;Simulation;Ubisoft;0.1;0.03;0;0.02;0.15
8732;Wii;2009;Role-Playing;Rising Star Games;0.1;0.01;0.01;0.01;0.14
8733;PSP;2006;Puzzle;Konami Digital Entertainment;0.14;0;0;0.01;0.15
8734;PS2;2001;Misc;Codemasters;0.08;0.06;0;0.02;0.15
8735;DS;2008;Puzzle;Avanquest;0.14;0.01;0;0.01;0.15
8736;X360;2009;Action;Activision;0.14;0;0;0.01;0.15
8737;DS;2007;Strategy;Square Enix;0.08;0.01;0.05;0.01;0.15
8738;GC;2003;Racing;Acclaim Entertainment;0.12;0.03;0;0;0.15
8739;PS2;2001;Racing;Acclaim Entertainment;0.08;0.06;0;0.02;0.15
8740;DS;2010;Sports;Take-Two Interactive;0.14;0;0;0.01;0.15
8741;DS;2007;Role-Playing;Namco Bandai Games;0;0;0.15;0;0.15
